id	281-001	281-003	281-004	281-005	281-006	281-007	281-008	281-009	281-010	281-011	281-012	281-013	Taxon
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical
5dfe98cf1fb2d1ec490b605bacff2b32	0	0	0	0	0	0	0	0	5	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Flammeovirgaceae; g__Flammeovirgaceae; s__uncultured_bacterium
35bd0ef82dbb27f04d410186586ee3ac	0	0	0	0	30	0	30	0	0	34	41	46	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__uncultured; s__uncultured_Flammeovirgaceae
7af7a71c80abb1f950e23b6848874e3b	0	0	3	0	0	0	0	0	0	0	0	0	d__Bacteria
c207f56e4ab47150808e9a8fa52c472f	0	0	0	0	0	0	0	0	0	3	0	0	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41
3feeb74066f05a8319095083523cd276	0	0	0	4	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium
2342dd6111e8c3279a85a64f5287122e	0	0	0	25	49	0	0	0	19	0	7	10	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hyphomonas
857c56bfa11ff135cadeabff46274a70	46	65	0	41	108	37	71	0	88	86	68	73	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Robiginitalea
6d26329248d8eebd18cca9b7ece83261	0	0	0	0	0	0	0	0	0	0	0	8	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured
a893412ed886e388ed5d67565194f089	0	0	0	0	0	0	0	0	0	5	0	0	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured
348cfbd15bfaabcfa94799b6b0af03a2	0	0	0	0	0	0	0	0	0	0	0	2	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__MSBL5; f__MSBL5; g__MSBL5; s__uncultured_bacterium
104ca6308dce0a029d0d5009f971dbb1	47	0	53	14	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae
8faefd7b67f992e21afc7576906c0836	0	0	0	0	0	0	20	0	19	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Picochlorum_sp.
8fa2e5e830018626f8ba37616ea67980	0	13	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
471fb9a87e3193caa8d9282ee39b12d9	0	3	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_bacterium
fba5edf3dbc282e3fed3ea10cca65159	0	0	0	0	0	0	0	0	0	0	0	4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Methylophagaceae; g__uncultured; s__uncultured_bacterium
a7caf156049e6b6a1e8688691059c76f	9	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__gut_metagenome
ace91abf1c712d395b0ad4d66059a0c2	0	10	0	0	0	18	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Butyricimonas
5486a60b121a9cac6e2642f187c22c9f	0	0	0	0	11	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Porticoccaceae; g__C1-B045; s__uncultured_bacterium
516791c8a9998ad9126167483eec76b0	0	0	0	0	0	0	0	0	0	0	11	0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__SBR1031; g__SBR1031
eedf7c6ce714eec86a7b61b7312fb5e9	0	0	17	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicomonadaceae; g__Endozoicomonas; s__uncultured_gamma
00f6e40a34b422a67b98cf11fb4fe5c5	0	0	0	0	0	0	45	0	41	64	40	61	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__EPR3968-O8a-Bc78; f__EPR3968-O8a-Bc78; g__EPR3968-O8a-Bc78; s__uncultured_gamma
2b290e6686879e73390c274d3ac950ea	0	0	0	0	0	0	0	0	0	2	0	0	Unassigned
2eee50f6fb2a7e4cbe6a206cc79754f8	0	0	0	0	14	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__uncultured_bacterium
d8c46ca1b6ef6a0419cbbac05f19413b	0	0	0	0	0	0	13	0	8	25	43	36	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured
ddde18c35bf7514bca494541592f0657	0	0	0	0	7	0	0	0	0	33	53	41	d__Bacteria; p__Acidobacteriota; c__Subgroup_21; o__Subgroup_21; f__Subgroup_21; g__Subgroup_21; s__uncultured_bacterium
f3a5702da5f88c9fbc0cbeac9ec91fea	0	0	0	0	0	95	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium; s__[Clostridium]_scindens
d259f60240f1d557952904064e494f3b	0	0	0	0	0	0	0	0	18	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Nannochloropsis_gaditana
794d35daa886938b15536c105480676f	0	0	0	0	0	0	0	0	4	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Peptoniphilus; s__Peptoniphilus_duerdenii
885ece33438314c84155318319a1488c	0	0	0	0	0	0	0	4	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Luteolibacter; s__uncultured_prokaryote
ecae38524e94f5db1dc77d1c5ff0ffee	0	0	0	0	0	0	0	0	0	17	15	12	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__Methyloprofundus
c4992c08a8131208f700d3ef892a0253	0	0	0	0	0	0	0	0	0	0	0	14	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_BD2-2; g__Bacteroidetes_BD2-2; s__uncultured_prokaryote
271c5f6b71a7ce4ea6e095e1cccb3f16	0	4	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae
b1c90a8e98c191953ea154d29e52c653	0	0	0	0	0	132	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium
